охватывать B-ATTRIBUTE
технологический I-ATTRIBUTE
оборудование I-ATTRIBUTE
. O
технологический B-COMPONENT
оборудование I-COMPONENT
установить O
на O
по O
крайний O
мера O
четыре B-ATTRIBUTE
виброизолирующий B-COMPONENT
опора I-COMPONENT
, O
который O
базироваться O
на O
перекрытие B-COMPONENT
здание I-COMPONENT
. O
между O
основание B-COMPONENT
технологический I-COMPONENT
оборудование I-COMPONENT
и O
вырез B-COMPONENT
в O
нижний B-COMPONENT
грань I-COMPONENT
прямоугольный B-COMPONENT
параллелепипед I-COMPONENT
выполнить O
зазор B-COMPONENT
, O
предназначить B-ATTRIBUTE
для I-ATTRIBUTE
исключение I-ATTRIBUTE
передача I-ATTRIBUTE
вибрация I-ATTRIBUTE
от I-ATTRIBUTE
технологический I-ATTRIBUTE
оборудование I-ATTRIBUTE
к I-ATTRIBUTE
звукоизолирующий I-ATTRIBUTE
ограждение I-ATTRIBUTE
кожух I-ATTRIBUTE
. O
для B-ATTRIBUTE
обеспечение I-ATTRIBUTE
требовать I-ATTRIBUTE
микроклимат I-ATTRIBUTE
при I-ATTRIBUTE
выполнение I-ATTRIBUTE
технологический I-ATTRIBUTE
процесс I-ATTRIBUTE
внутри O
кожух B-COMPONENT
установить O
вентилятор B-COMPONENT
. O
в O
звукоизолирующий B-COMPONENT
ограждение I-COMPONENT
выполнить O
вентиляционный B-COMPONENT
канал I-COMPONENT
для B-ATTRIBUTE
устранение I-ATTRIBUTE
перегрев I-ATTRIBUTE
оборудование I-ATTRIBUTE
. O
внутренний B-COMPONENT
стенка I-COMPONENT
вентиляционный B-COMPONENT
канал I-COMPONENT
обработать B-ATTRIBUTE
звукопоглощающий I-ATTRIBUTE
материал I-ATTRIBUTE
и I-ATTRIBUTE
акустическа I-ATTRIBUTE
прозрачный I-ATTRIBUTE
материал I-ATTRIBUTE
тип I-ATTRIBUTE
« I-ATTRIBUTE
повиден I-ATTRIBUTE
» I-ATTRIBUTE
. O
для B-ATTRIBUTE
снижение I-ATTRIBUTE
аэродинамический I-ATTRIBUTE
шум I-ATTRIBUTE
вентиляционный I-ATTRIBUTE
система I-ATTRIBUTE
в O
кожух B-COMPONENT
предусмотреть O
глушитель B-COMPONENT
шум I-COMPONENT
, O
установить O
соответственно O
на O
входной B-ATTRIBUTE
и O
выходной B-ATTRIBUTE
вентиляционный B-COMPONENT
канал I-COMPONENT
. O
на O
внутренний B-COMPONENT
поверхность I-COMPONENT
звукоизолирующий B-COMPONENT
ограждение I-COMPONENT
закрепить O
звукопоглощающий B-COMPONENT
элемент I-COMPONENT
в O
вид O
гладкий B-COMPONENT
и I-COMPONENT
перфорированный I-COMPONENT
поверхность I-COMPONENT
, O
между O
который O
разместить O
многослойный B-COMPONENT
звукопоглощающий I-COMPONENT
конструкция I-COMPONENT
. O
каждый O
из O
виброизолирующий B-COMPONENT
опора I-COMPONENT
система B-COMPONENT
виброизоляция I-COMPONENT
звукоизолирующий B-COMPONENT
ограждение I-COMPONENT
содержать O
виброизолятор B-COMPONENT
, O
состоять O
из O
корпус B-COMPONENT
и O
упругий B-COMPONENT
элемент I-COMPONENT
из O
эластомер B-COMPONENT
. O
корпус B-COMPONENT
выполнить O
в O
вид O
два B-ATTRIBUTE
оппозитный O
расположить O
фланец B-COMPONENT
, O
иметь O
квадратный B-ATTRIBUTE
или I-ATTRIBUTE
прямоугольный I-ATTRIBUTE
форма I-ATTRIBUTE
, O
жестко O
связать O
с O
эластомер B-COMPONENT
. O
на O
фланец B-COMPONENT
выполнить O
элемент B-COMPONENT
крепление I-COMPONENT
в O
вид O
отверстие B-COMPONENT
, O
расположить O
в O
угол B-COMPONENT
фланец B-COMPONENT
. O
профиль B-COMPONENT
боковой I-COMPONENT
поверхность I-COMPONENT
эластомер I-COMPONENT
выполнить O
цилиндрический B-ATTRIBUTE
, I-ATTRIBUTE
или I-ATTRIBUTE
конический I-ATTRIBUTE
, I-ATTRIBUTE
или I-ATTRIBUTE
гиперболический I-ATTRIBUTE
в O
вид O
брус B-ATTRIBUTE
равный I-ATTRIBUTE
сопротивление I-ATTRIBUTE
, I-ATTRIBUTE
иметь I-ATTRIBUTE
постоянный I-ATTRIBUTE
жесткость I-ATTRIBUTE
в I-ATTRIBUTE
осевой I-ATTRIBUTE
и I-ATTRIBUTE
поперечный I-ATTRIBUTE
направление I-ATTRIBUTE
. O
профиль B-COMPONENT
боковой I-COMPONENT
поверхность O
эластомер O
выполнить O
гофрированный B-ATTRIBUTE
. O

изобретение O
относиться O
к O
модуль B-SYSTEM
тепловой I-SYSTEM
силовой I-SYSTEM
установка I-SYSTEM
для O
конденсация B-ATTRIBUTE
паровоздушный I-ATTRIBUTE
смесь I-ATTRIBUTE
и O
для O
охлаждение B-ATTRIBUTE
обусловить I-ATTRIBUTE
осушение I-ATTRIBUTE
турбина I-ATTRIBUTE
. O
модуль O
содержать O
, O
в O
частность O
, O
первый B-COMPONENT
блок I-COMPONENT
, O
который O
выполнить O
для O
конденсация B-ATTRIBUTE
паровоздушный I-ATTRIBUTE
смесь I-ATTRIBUTE
, O
и O
второй B-COMPONENT
блок I-COMPONENT
, I-COMPONENT
который O
выполнить B-ATTRIBUTE
для I-ATTRIBUTE
охлаждение I-ATTRIBUTE
отработать I-ATTRIBUTE
вода I-ATTRIBUTE
турбина I-ATTRIBUTE
, O
причем O
скопиться O
в O
первый B-COMPONENT
блок I-COMPONENT
конденсат O
мочь O
быть O
передать O
в O
второй B-COMPONENT
блок I-COMPONENT
. O
изобретение O
позволять O
повысить B-ATTRIBUTE
эффективность I-ATTRIBUTE
функционирование I-ATTRIBUTE
паровой I-ATTRIBUTE
турбина I-ATTRIBUTE
. O
7 O
з O
. O
п O
. O
ф O
- O
лы O
, O
1 O
ил O
. O

устройство O
предназначить O
для O
использование O
в O
область O
компрессоростроение O
для O
сжатие O
хладагент O
в O
холодильный O
устройство O
. O
привод B-SYSTEM
для I-SYSTEM
линейный I-SYSTEM
компрессор I-SYSTEM
включать O
в O
себя O
каркас B-COMPONENT
( O
21 O
, O
29 O
, O
30 O
) O
и O
колебаться B-COMPONENT
тело I-COMPONENT
( O
24 O
, O
10 O
) O
, O
выполнить O
в O
каркас B-COMPONENT
( O
21 O
, O
29 O
, O
30 O
) O
при O
помощь O
по O
малый O
мера O
один B-ATTRIBUTE
пружинный B-COMPONENT
мембрана I-COMPONENT
( O
8 O
) O
с O
возможность O
возвратный O
- O
поступательный O
движение O
в O
определенный O
направление O
, O
причем O
пружинный B-COMPONENT
мембрана I-COMPONENT
( O
8 O
) O
иметь O
несколько O
ветвь B-COMPONENT
( O
14 O
) O
, O
воздействовать O
один O
конец O
на O
каркас B-COMPONENT
( O
21 O
, O
29 O
, O
30 O
) O
, O
а O
другой O
конец O
на O
колебаться B-COMPONENT
тело I-COMPONENT
( O
24 O
) O
, O
каждый O
из O
который O
соответствовать O
возвратный B-COMPONENT
пружина I-COMPONENT
( O
31 O
) O
, O
противодействовать O
деформация O
ветвь B-COMPONENT
( O
14 O
) O
в O
линейный O
направление O
перемещение O
колебаться O
тело O
. O
2 O
н O
. O
и O
10 O
з O
. O
п O
. O
ф O
- O
лы O
, O
3 O
ил O
. O

изобретение O
относиться O
к O
область O
электротехника O
. O
технический O
результат O
– O
повышение O
устойчивость O
к O
механический O
нагрузка O
. O
литой B-SYSTEM
корпус I-SYSTEM
машина I-SYSTEM
, O
иметь O
вал B-COMPONENT
, O
включать O
в O
себя O
первый B-ATTRIBUTE
и O
второй B-ATTRIBUTE
проход B-COMPONENT
для O
вал B-COMPONENT
, O
иметь O
соответственно O
первый B-ATTRIBUTE
и O
второй B-ATTRIBUTE
литой B-COMPONENT
край I-COMPONENT
. O
второй B-COMPONENT
проход I-COMPONENT
иметь O
элемент B-COMPONENT
жесткость I-COMPONENT
, O
проходить O
от O
первый B-COMPONENT
к O
второй B-COMPONENT
соединительный I-COMPONENT
с O
литой B-COMPONENT
край I-COMPONENT
точка B-COMPONENT
. O
второй B-COMPONENT
литой I-COMPONENT
край I-COMPONENT
в O
третий B-COMPONENT
соединительный I-COMPONENT
точка I-COMPONENT
иметь O
первый B-COMPONENT
крепежный I-COMPONENT
устройство I-COMPONENT
, O
а O
в O
четвертый B-COMPONENT
- O
второй B-COMPONENT
крепежный I-COMPONENT
устройство I-COMPONENT
. O
дополнительный B-COMPONENT
элемент I-COMPONENT
жесткость I-COMPONENT
проходить O
от O
третий B-COMPONENT
соединительный I-COMPONENT
точка I-COMPONENT
к O
четвертый B-COMPONENT
соединительный I-COMPONENT
точка I-COMPONENT
, O
причем O
этот O
дополнительный B-COMPONENT
элемент I-COMPONENT
жесткость I-COMPONENT
закрепить O
на O
первый B-COMPONENT
и O
на O
второй B-COMPONENT
крепежный I-COMPONENT
устройство I-COMPONENT
. O
5 O
н O
. O
и O
8 O
з O
. O
п O
. O
ф O
- O
лы O
, O
5 O
ил O
. O

изобретение O
относиться O
к O
нелетальный O
оружие O
с O
звуковой O
, O
световой O
ирритантный O
( O
раздражающий O
) O
и O
иной O
средство O
воздействие O
на O
цель O
. O
граната B-SYSTEM
содержать O
корпус B-COMPONENT
, O
заполнять O
сжидить O
, O
сжатый O
или O
адсорбировать O
горючее O
и O
окислитель O
, O
клапан B-COMPONENT
или O
кран B-COMPONENT
, O
таймер B-COMPONENT
, O
эжектор B-COMPONENT
, O
или O
смеситель B-COMPONENT
, O
или O
форсунка B-COMPONENT
горючее I-COMPONENT
и I-COMPONENT
окислитель I-COMPONENT
, O
один B-ATTRIBUTE
или I-ATTRIBUTE
несколько I-ATTRIBUTE
разворачиваться B-COMPONENT
рукав I-COMPONENT
из O
полимерный O
или O
эластичный O
материал O
и O
один B-ATTRIBUTE
или I-ATTRIBUTE
несколько I-ATTRIBUTE
устройство B-COMPONENT
инициирование I-COMPONENT
взрывчатый I-COMPONENT
газовый I-COMPONENT
смесь I-COMPONENT
горючее I-COMPONENT
и I-COMPONENT
окислитель I-COMPONENT
. O
в B-ATTRIBUTE
внутренний I-ATTRIBUTE
объем I-ATTRIBUTE
рукав B-COMPONENT
мочь O
содержаться O
химический B-COMPONENT
ирритант I-COMPONENT
, O
или O
дымообразователь B-COMPONENT
, O
или O
они O
смесь B-COMPONENT
, O
или O
мелкодисперсный B-COMPONENT
металлический I-COMPONENT
горючее I-COMPONENT
, O
или O
жидкий B-COMPONENT
или I-COMPONENT
мелкодисперсный I-COMPONENT
краситель I-COMPONENT
. O
технический O
результат O
заключаться O
в O
создание O
ручной O
нелетальный O
граната O
с O
повышенный O
площадь O
воздействие O
для O
сдерживание O
и O
рассеивание O
агрессивный O
толпа O
с O
понизить O
травмоопасность O
. O

изобретение O
относиться O
к O
энергетика O
. O
газотурбинный B-SYSTEM
установка I-SYSTEM
включать O
кинематически O
связать O
компрессор B-COMPONENT
, O
турбина B-COMPONENT
и O
потребитель B-COMPONENT
энергия I-COMPONENT
, O
камера B-COMPONENT
сгорание I-COMPONENT
, O
котел B-COMPONENT
- I-COMPONENT
утилизатор I-COMPONENT
, O
система B-COMPONENT
конденсация I-COMPONENT
вода I-COMPONENT
, O
состоять O
из O
холодильник B-COMPONENT
и O
сепаратор B-COMPONENT
, O
и O
конвертор B-COMPONENT
. O
при O
работа O
установка O
воздух B-COMPONENT
сжимать O
компрессор B-COMPONENT
и O
направлять O
в O
горелка B-COMPONENT
камера I-COMPONENT
сгорание I-COMPONENT
вместе O
с O
конвертировать O
паротопливный O
смесь O
, O
подавать O
из O
конвертор B-COMPONENT
, O
продукт O
сгорание O
направлять O
в O
турбина B-COMPONENT
, O
из O
который O
выводить O
отработать O
газ O
, O
и O
после O
охлаждение O
в O
котел B-COMPONENT
- I-COMPONENT
утилизатор I-COMPONENT
и O
холодильник B-COMPONENT
разделять O
в O
сепаратор B-COMPONENT
на O
отходить O
газ O
, O
сбрасывать O
в O
атмосфера O
, O
и O
водный O
конденсат O
, O
часть O
который O
направлять O
на O
смешение O
с O
топливо O
, O
нагревать O
и O
испарять O
в O
котел B-COMPONENT
- I-COMPONENT
утилизатор I-COMPONENT
с O
получение O
паротопливный O
смесь O
, O
который O
конвертировать O
в O
синтез O
- O
газ O
в O
конвертор B-COMPONENT
. O
остаться O
часть O
водный O
конденсат O
подавать O
в O
камера B-COMPONENT
сгорание I-COMPONENT
, O
миновать O
горелка B-COMPONENT
. O
изобретение O
позволять O
повысить O
энергетический O
эффективность O
газотурбинный O
установка O
. O
1 O
з O
. O
п O
. O
ф O
- O
лы O
, O
1 O
ил O
. O

устройство B-SYSTEM
для I-SYSTEM
намотка I-SYSTEM
эксцельсиоровый I-SYSTEM
лента I-SYSTEM
на I-SYSTEM
сгорать I-SYSTEM
оболочка I-SYSTEM
выстрел I-SYSTEM
раздельный I-SYSTEM
заряжание I-SYSTEM
, O
характеризующееся O
тот O
, O
что O
оно O
содержать O
станина B-COMPONENT
, O
на O
верхний B-ATTRIBUTE
плита I-ATTRIBUTE
который O
установить O
ложемент B-COMPONENT
для O
укладка B-ATTRIBUTE
выстрел I-ATTRIBUTE
с O
наложить O
на O
сгорать O
оболочка O
эксцельсиоровый B-COMPONENT
лента I-COMPONENT
, O
механизм B-COMPONENT
вращение I-COMPONENT
выстрел I-COMPONENT
с O
намотка B-COMPONENT
эксцельсиоровый I-COMPONENT
лента I-COMPONENT
, O
лоток B-COMPONENT
, O
перемещать B-ATTRIBUTE
выстрел I-ATTRIBUTE
в I-ATTRIBUTE
приемник I-ATTRIBUTE
готовый I-ATTRIBUTE
выстрел I-ATTRIBUTE
. O

изобретение O
относиться O
к O
образовать O
аэрозоль O
устройство O
с O
электрический O
нагрев O
, O
такой O
как O
курительный O
устройство O
. O
образовать B-SYSTEM
аэрозоль I-SYSTEM
устройство I-SYSTEM
с O
электрический O
нагрев O
содержать O
внешний B-ATTRIBUTE
корпус B-COMPONENT
, O
иметь O
полость O
для O
размещение B-ATTRIBUTE
образовать I-ATTRIBUTE
аэрозоль I-ATTRIBUTE
субстрат I-ATTRIBUTE
; O
электрический B-ATTRIBUTE
нагреватель B-COMPONENT
, O
содержать O
по O
малый O
мера O
один B-ATTRIBUTE
нагревательный B-ATTRIBUTE
элемент B-COMPONENT
для O
нагрев B-ATTRIBUTE
образовать I-ATTRIBUTE
аэрозоль I-ATTRIBUTE
субстрат I-ATTRIBUTE
в I-ATTRIBUTE
указать I-ATTRIBUTE
полость I-ATTRIBUTE
с I-ATTRIBUTE
цель I-ATTRIBUTE
образование I-ATTRIBUTE
аэрозоль I-ATTRIBUTE
; O
по O
малый O
мера O
один B-ATTRIBUTE
впускной B-ATTRIBUTE
воздушный I-ATTRIBUTE
отверстие B-COMPONENT
; O
по O
малый O
мера O
один B-ATTRIBUTE
выпускной B-ATTRIBUTE
воздушный I-ATTRIBUTE
отверстие B-COMPONENT
; O
воздушный B-ATTRIBUTE
тракт B-COMPONENT
, O
проходить O
от O
указать O
по O
малый O
мера O
один O
впускной O
воздушный O
отверстие O
через O
указать O
полость O
до O
указать O
по O
малый O
мера O
один O
выпускной O
воздушный O
отверстие O
; O
средство B-COMPONENT
для O
определение B-ATTRIBUTE
сопротивление I-ATTRIBUTE
затяжка I-ATTRIBUTE
указать I-ATTRIBUTE
воздушный I-ATTRIBUTE
тракт I-ATTRIBUTE
; O
и O
средство B-COMPONENT
для O
автоматический B-ATTRIBUTE
регулирование I-ATTRIBUTE
сопротивление I-ATTRIBUTE
затяжка I-ATTRIBUTE
указать O
воздушный O
тракт O
в O
зависимость O
от O
определенный O
сопротивление O
затяжка O
. O
технический O
результат O
изобретение O
являться O
снижение O
нестабильность O
сопротивление O
затяжка O
образовать O
аэрозоль O
устройство O
как O
в O
время O
отдельный O
использование O
, O
так O
и O
между O
сеанс O
использование O
. O

полезный B-SYSTEM
модель I-SYSTEM
относиться O
к O
область O
двигателестроение O
, O
точный O
к O
устройство B-SYSTEM
для I-SYSTEM
регулирование I-SYSTEM
средний I-SYSTEM
положение I-SYSTEM
поршень I-SYSTEM
, O
совершать O
возвратно O
- O
поступательный O
движение O
, O
в O
свободнопоршневой O
машина O
, O
и O
предназначить O
, O
преимущественно O
, O
для O
регулирование O
средний O
положение O
вытеснителя O
и O
поршень O
в O
свободнопоршневой O
двигатель O
стирлинг O
. O
сущность O
полезный O
модель O
заключаться O
в O
тот O
, O
что O
устройство B-SYSTEM
регулирование I-SYSTEM
включать O
расположить B-ATTRIBUTE
в I-ATTRIBUTE
корпус I-ATTRIBUTE
цилиндр B-COMPONENT
с O
подвижный O
в O
он O
поршень B-COMPONENT
и O
вытеснитель B-COMPONENT
, O
иметь O
полость B-COMPONENT
сжатие I-COMPONENT
и O
расширение B-COMPONENT
рабочий I-COMPONENT
тело I-COMPONENT
и O
буферный B-COMPONENT
полость I-COMPONENT
, O
связать O
газовый B-COMPONENT
магистраль I-COMPONENT
с I-COMPONENT
полость I-COMPONENT
сжатие I-COMPONENT
, O
содержать O
управляемый B-COMPONENT
перепускной I-COMPONENT
клапан I-COMPONENT
, O
установить O
в B-COMPONENT
газовый I-COMPONENT
магистраль I-COMPONENT
, O
связывать O
буферный B-COMPONENT
полость I-COMPONENT
цилиндр I-COMPONENT
с O
полость B-COMPONENT
сжатие I-COMPONENT
. O
согласно O
полезный O
модель O
устройство O
выполнить B-ATTRIBUTE
с I-ATTRIBUTE
возможность I-ATTRIBUTE
определение I-ATTRIBUTE
положение I-ATTRIBUTE
поршень I-ATTRIBUTE
посредством O
датчик B-COMPONENT
и O
положение O
вытеснитель O
посредством O
индуктивный B-COMPONENT
датчик I-COMPONENT
, O
разместить O
снаружи O
цилиндр O
, O
и O
иметь O
разместить O
в O
внутренний O
полость O
вытеснитель O
газовый B-COMPONENT
пружина I-COMPONENT
, O
выполнить B-ATTRIBUTE
с I-ATTRIBUTE
возможность I-ATTRIBUTE
изменение I-ATTRIBUTE
она I-ATTRIBUTE
жесткость I-ATTRIBUTE
в O
время O
работа O
посредством O
дополнительный O
газовый B-COMPONENT
магистраль I-COMPONENT
с O
встроить O
в O
она O
управляемый O
